rxns,pgi1,pgi2,pgi4,pgi5,pgi6,pgi7,pgi8,pts1,pts2,pts3,pts4,sdh1,sdh2,sdh3,tpi1,tpi2,tpi3
ARBtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMPPA,0.00061424,0.00051713,0.00061784,0.00054785,0.00063462,0.00058975,0.00060656,0.00047178,0.00067042,0.00049677,0.00073144,0.00077604,0.00080651,0.0007986,0.00042054,0.00043256,0.00043047
DHMPTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHNAOT4,0.00030712,0.00025857,0.00030892,0.00027393,0.00031731,0.00029519,0.00030239,0.00023589,0.00033521,0.00024843,0.00036423,0.00038746,0.00040329,0.0003993,0.00021038,0.00021598,0.00021524
DHNCOAS,0.00030712,0.00025857,0.00030892,0.00027393,0.00031731,0.00029519,0.00030239,0.00023589,0.00033521,0.00024843,0.00036423,0.00038746,0.00040329,0.0003993,0.00021038,0.00021598,0.00021524
DNTPPA,0.00061424,0.00051713,0.00061784,0.00054785,0.00063462,0.00058975,0.00060656,0.00047179,0.00067043,0.00049677,0.00073144,0.00077604,0.00080651,0.0007986,0.00042054,0.00043256,0.00043047
ARGAGMt7pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGULNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHNCOAT,0.00030712,0.00025857,0.00030892,0.00027393,0.00031731,0.00029519,0.00030239,0.00023589,0.00033521,0.00024843,0.00036423,0.00038746,0.00040329,0.0003993,0.00021038,0.00021598,0.00021524
DHNPA2r,0.00061424,0.00051713,0.00061784,0.00054785,0.00063462,0.00058975,0.00060656,0.00047179,0.00067043,0.00049677,0.00073144,0.00077604,0.00080651,0.0007986,0.00042054,0.00043256,0.00043047
DOPAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGDC,0,0,0,0,0,0,0,0,0.00004445,0,0,0,0,0.00009632,0.00066657,0.00000926,0
DHNPTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOXRBCNtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGDCpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOXRBCNtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHORD2,0.22057931,0.18570536,0.22186967,0.19673782,0.22789613,0.21178257,0.21782032,0.16942149,0.24075471,0.17839318,0.26266568,0.27868172,0.28962331,0.28678368,0.1510184,0.15533394,0.15458575
ARGORNt7pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHORD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHORDfum,0,0,0,0,0,0,0,0.00035023,0,0,0,0,0,0,0,0,0
DHORTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHPPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCOAK,0.00039664,0.00033393,0.00039896,0.00035377,0.0004098,0.00038082,0.00039168,0.00030465,0.00043292,0.00032078,0.00047232,0.0005004,0.0005208,0.00051569,0.00027156,0.00027932,0.00027797
DPR,0.00039664,0.00033393,0.00039896,0.00035377,0.0004098,0.00038082,0.00039168,0.00030465,0.00043292,0.00032078,0.00047232,0.0005004,0.0005208,0.00051569,0.00027156,0.00027932,0.00027797
DRPA,0,0,0,0,0,0,0,0,0,0,0,0.08313956,0.01849494,0.07628432,0,0,0
DSBAO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHPPDA2,0.00030712,0.00025857,0.00030892,0.00027393,0.00031731,0.00029487,0.0003024,0.00023589,0.00033521,0.00024838,0.00036423,0.00038746,0.00040325,0.0003993,0.00021027,0.00021628,0.00021524
ARGSL,0.19792118,0.16663013,0.19907902,0.17679592,0.20448642,0.18991932,0.1954456,0.1523326,0.21606864,0.16006847,0.2356844,0.2500554,0.25987296,0.25742134,0.13617285,0.13936825,0.13870655
DHPS2,0.00061424,0.00051713,0.00061784,0.00054785,0.00063462,0.00058975,0.00060656,0.00047179,0.00067043,0.00049677,0.00073144,0.00077604,0.00080651,0.0007986,0.00042054,0.00043255,0.00043047
DHPTDCs2,0.00092269,0.00077686,0.00092814,0.00123211,0.00095329,0.0008862,0.00090943,3.19510541,0.21327928,2.79853328,0.00109581,0.00116468,0.00121157,0.00119969,0.00063141,0.00064938,0.00064659
DSBAO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSBCGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSBDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHPTDNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHPTDNRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGSS,0.19792118,0.16663013,0.19907902,0.17679592,0.20448642,0.18991932,0.1954456,0.1523326,0.21606864,0.16006847,0.2356844,0.2500554,0.25987296,0.25742134,0.13617285,0.13936825,0.13870655
DHPTPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHQS,0.25611175,0.21562006,0.25760997,0.22842971,0.26460722,0.24589797,0.25290566,0.19711728,0.27953714,0.20712998,0.3049732,0.32357219,0.33627783,0.33298077,0.18499947,0.18035621,0.17948749
DSBGGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSERDHr,0,0,0,0,0,0,0,0,0,0,0,0,0.00000099,0,0,0,0
DSERt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSERtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHQTi,0.25611175,0.21562006,0.25760997,0.22842971,0.26460722,0.24589797,0.25290566,0.19711728,0.27953714,0.20712998,0.3049732,0.32357219,0.33627783,0.33298077,0.17534549,0.18035621,0.17948749
ARGTRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DINSt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTARTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTMPK,0.01708105,0.01438056,0.01718097,0.01523587,0.01764764,0.02598518,0.0168674,0.01314665,0.01864338,0.01381427,0.0203401,0.02158035,0.02242763,0.02220773,0.01239824,0.0120272,0.01197069
DINStex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKGLCNR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGt3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURADx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURIK1,0,-0.00000005,0,0.00000488,0,0.0000089,0.01620616,0,0,0.00570194,0,0,0,0,0,0.00000143,0
DURIPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURIt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURItex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKGLCNR2x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTPDP,0.01708105,0.01438056,0.01718097,0.01522995,0.01764764,0.01639095,0.00066124,0.01314665,0.01864337,0.00811233,0.0203401,0.02158035,0.02242762,0.02220773,0.01169444,0.0120272,0.01197069
ARGtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXPRIi,0.00456275,0.00384154,0.00458944,0.00406958,0.0047141,0.00438097,0.00449396,0.00350537,0.00498008,0.00369012,0.00541318,0.00575571,0.00599095,0.00593221,0.00312386,0.00321316,0.00319765
DXPS,0.00486987,0.00409994,0.00489836,0.00434351,0.00503141,0.00467566,0.00479724,0.00374175,0.0053153,0.0039385,0.0057789,0.00614373,0.0063942,0.00633151,0.00333413,0.00342941,0.00341289
DKGLCNR2y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMATT,0.00065212,0.00054903,0.00065593,0.00058163,0.00067375,0.00062611,0.00064253,0.00050113,0.00071176,0.00052741,0.0007741,0.00082285,0.00085625,0.00084795,0.00044647,0.00045939,0.00045701
DMPPS,0.00065212,0.00054903,0.00065593,0.00058163,0.00067375,0.00062629,0.00064253,0.00050113,0.00071176,0.00052741,0.0007741,0.00082285,0.00085625,0.00084795,0.00044647,0.00045939,0.00045706
DMQMT,0.00015356,0.00012928,0.00015446,0.00013696,0.00015865,0.00014758,0.0001512,0.00011795,0.00016761,0.00012419,0.00018211,0.00019373,0.00020163,0.00019965,0.00010502,0.00010807,0.00010762
DXYLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E4PD,0.00015356,0.00012911,0.00015446,0.00013696,0.00015865,0.00014735,0.00015164,0.00011819,0.00016761,0.00012419,0.00018286,0.00019401,0.00020163,0.00019965,0.00010513,0.00010812,0.00010762
DMSOR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASAD,0,0,0.00991766,0.00426924,0,0,0.00202378,0,0,0,0,0.00332094,0.00349593,0.00401302,0,0,0
DMSOR1pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMSOR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR100x,0.11359089,0.09867677,0.11789311,0.104539,0.11537713,0.11253321,0.11540367,0.09002414,0.1279279,0.09479136,0.13900016,0.14786658,0.15389482,0.15238595,0.08024544,0.08253854,0.07515987
EAR100y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR120x,0.11359089,0.09867677,0.11789311,0.104539,0.11537713,0.11253321,0.11540367,0.09002414,0.1279279,0.09479136,0.13900016,0.14786658,0.15389482,0.15238595,0.08024544,0.08253855,0.07515987
DMSOR2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR120y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMSOtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCBPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMSOtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMStex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR121x,0.09541587,0.08288807,0.09902971,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
EAR121y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR140x,0.08639242,0.07504937,0.08966451,0.07950794,0.08775096,0.085588,0.08777115,0.06846855,0.09729655,0.07209429,0.10571764,0.11246106,0.11704589,0.1158983,0.06103129,0.06277533,0.05716341
FCLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR140y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR141x,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
EAR141y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR160x,0.08095273,0.07032389,0.08401879,0.07450173,0.08222573,0.08019895,0.08224464,0.06415743,0.09117028,0.06755488,0.09906114,0.10537996,0.1096761,0.10860077,0.05718845,0.05882268,0.05356412
EAR160y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR161x,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
EAR161y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR180x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR180y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR181x,0.0324513,0.02819055,0.03368038,0.0298653,0.0329616,0.03214914,0.03296919,0.02571861,0.03654718,0.02708054,0.03971037,0.04224337,0.04396556,0.04353449,0.02292498,0.02358009,0.0214721
EAR181y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECOAH5,0.00665447,0,0,0,0.01052148,0,0.00062149,0.00034243,0,0,0.00104952,0.00039476,0,0,0,0.00000877,0.01284525
ECOAH6,0.00578851,0,0,0,0.0091523,0,0.00054061,0.00029787,0,0,0.00091295,0.00034318,0,0,0,0,0.01117367
ECOAH7,0.00561532,0,0,0,0.00887847,0,0.00052444,0.00028895,0,0,0.00088563,0.00033286,0,0,0,0,0.01083936
ECOAH8,0.0010332,0,0,0,0.00163361,0,0.0000965,0.00005317,0,0,0.00016295,0.00006125,0,0,0,0,0.00199441
EDA,1.45898131,1.31353412,2.71559746,0.11854104,0.73737347,0,0.82384754,0.28415156,0,0.13664774,0.54011377,0.81347281,1.28335,1.09247727,0,0,0.18082859
EDD,1.45898131,1.31353412,2.71559746,0.11854104,0.73737347,0,0.82384754,0.28415156,0,0.13664774,0.54011377,0.81347281,1.28335,1.09247727,0,0,0.18082859
EDTXS1,0.00561289,0.00472548,0.00564572,0.00500621,0.00579907,0.00538904,0.00554268,0.00432003,0.00612627,0.00453941,0.00668382,0.00709142,0.00736979,0.00729753,0.00384283,0.00395264,0.00393361
EDTXS2,0.00561289,0.00472548,0.00564572,0.00500621,0.00579907,0.00538904,0.00554268,0.00432003,0.00612627,0.00453941,0.00668382,0.00709142,0.00736979,0.00729753,0.00384283,0.00395264,0.00393361
EDTXS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDTXS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR40x,0.20900877,0.18156658,0.21692491,0.19235316,0.21229547,0.20706262,0.21234431,0.16564562,0.23538906,0.17441736,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187204,0.13829515
EAR40y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAR60x,0.20900877,0.18156658,0.2169249,0.19235316,0.21229547,0.20706261,0.21234431,0.16564562,0.23538906,0.17441737,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187204,0.13829515
EAR60y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGMEACPR,0.00000133,0.00000116,0.00000139,0.00000123,0.00000136,0.00000132,0.00000136,0.00000106,0.0000015,0.00000111,0.00000164,0.00000174,0.00000181,0.00000179,0.00000094,0.00000097,0.00000088
FCLPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENLIPAabctex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO,8.07510193,6.58375509,9.52218779,8.99278213,10.17941744,8.87023776,10.03360349,13.67703396,13.21130209,19.72452176,13.64925343,20.10738592,18.02318967,22.14064991,1.31768984,5.34315309,4.75291735
EAR80x,0.20900877,0.18156658,0.2169249,0.19235316,0.21229547,0.20706262,0.21234431,0.16564562,0.23538906,0.17441737,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187204,0.13829515
EAR80y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECA4COLIPAabctex,0,0,0,0,0,0.00000009,0,0,0,0,0,0.00000005,0,0,0,-0.00000003,0
ENTCS,0.00015356,0.00012928,0.00015446,0.00013696,0.00015865,0.00014744,0.0001512,0.00011795,0.00016761,0.00012419,0.00018211,0.00019373,0.00020163,0.00019965,0.00010513,0.00010805,0.00010762
ENTERES,0,0,0,0,0,0,0,0,0,0,0,0.00000056,0,0,0,0,0
ENTERES2,0,0,0,0,0,0,0,0,0,0,0,-0.00000056,0,0,0,0,0
EPMEACPR,0.00000133,0.00000116,0.00000139,0.00000123,0.00000136,0.00000132,0.00000136,0.00000106,0.0000015,0.00000111,0.00000164,0.00000174,0.00000181,0.00000179,0.00000094,0.00000097,0.00000088
ECA4OALpp,0,0,0,0,0,0.00000009,0,0,0,0,0,0.00000005,0,0,0,-0.00000003,0
ECAP1pp,0,0,0,0,0,0.00000009,0,0,0,0,0,0.00000005,0,0,0,-0.00000003,0
ECAP2pp,0,0,0,0,0,0.00000009,0,0,0,0,0,0.00000005,0,0,0,-0.00000003,0
ECAP3pp,0,0,0,0,0,0.00000009,0,0,0,0,0,0.00000005,0,0,0,-0.00000003,0
ECAtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHAAL,0,-0.00000021,-0.00000001,0,0,0.0000233,0,0,-0.00000001,0,0,0,-0.00000001,-0.00000001,-0.00000022,0.00000683,0
ETHAt2pp,0,-0.00000021,0,0,0,0.00001541,0,0,-0.00000001,0,0,0,0,0,-0.00000021,0.00000683,0
ECOAH1,0.00665447,0,0,0,0.01052148,0.00014393,0.00062149,0.0003418,0,0,0.00104953,0.00039403,0,0,0,0.00000878,0.01284525
FCLT,0.00030712,0.00032321,0.00038615,0.00034241,0.00031731,0.00036864,0.00037776,0.00029474,0.00041901,0.00031048,0.00045489,0.00048418,0.00050407,0.00049913,0.00026284,0.00027035,0.00021524
ECOAH2,0.00665447,0,0,0,0.01052148,0.00014393,0.00062149,0.0003418,0,0,0.00104953,0.00039403,0,0,0,0.00000878,0.01284525
ECOAH3,0.00665447,0,0,0,0.01052148,0,0.00062149,0.0003418,0,0,0.00104953,0.00039476,0,0,0,0.00000878,0.01284525
ETHAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHSO3abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHSO3tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECOAH4,0.00665447,0,0,0,0.01052148,0,0.00062149,0.00034243,0,0,0.00104953,0.00039476,0,0,0,0.00000878,0.01284525
ETOHtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDH4pp,0,0,0,0,0,0,0,0,0.00201127,0,0.00218983,0,0,0,0,0,4.32420357
ETOHtrpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F6PA,0.24477909,0,0,0,0,0,0,0,0,0,0,3.51235597,0.35917265,4.39000629,0.54278212,0,0
F6PP,0.21288075,0.76227381,0.37441826,0.00000452,0.24963291,0.24573499,0.0000456,0,0,0,0,0,0,0,0,0,0
FHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLDR2,0,0.0182221,0.02177041,0.01930441,0.02236174,0.02077192,0.03877752,0,0,0,0,0,0,0,0,0,0
F6Pt6_2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLVR,0,0,0,0,0,0.00000009,0,0,0,0,0,0,0,0,0,0,0
FDH5pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLVRx,0,0,0,0,0,0,0,-0.00000024,0,0,0,0,0,0,0,0,0
FMETTRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMNAT,0.00015356,0.00012928,0.00015446,0.00013696,0.00015865,0.00014744,0.0001512,0.00011795,0.00016761,0.00012419,0.00018211,0.00019373,0.00020163,0.00019965,0.00010514,0.00010814,0.00010762
FMNRx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000002,0
F6Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA100ACPHi,0,0,0,0,0,0,0,0,0,0,-0.00000001,0,0,0,0,-0.00000001,0
FA120ACPHi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA140ACPHi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA141ACPHi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA160ACPHi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA161ACPHi,0,0,0,0,0,0,0,0,0,-0.00000001,0,0,0,0,0,0,0
FMNRx2,0,0,0,0,0,0,-0.00000022,0,0,0,0,0,0,0,0,0,0
FOMETRi,0,0,0,0.05035523,0.03372119,0,0.01674022,0,0,0,0,0,0,0,0,0,0.12343115
FORCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDMO,0.00000003,0,0,0,0.00000005,0,0,0,0,0,0,0,0,0,0,0,0
FORt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORtppi,0,0,0.31529891,1.90828413,0,0,2.49256,1.42981089,0.00201127,5.23492496,0.00218983,6.11607649,2.15125329,4.81214639,5.6290702,1.60136735,4.32420357
FRD2,0,0,0,0,0,0,0,0.20892896,0,1.17921042,0,0,0,0.26883436,0,0,0
FRD3,0,0,0,0,0,0,0,0,0,0,0,0,0.29886016,0,0,0,0
FRUK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRULYSDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRULYSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA80ACPHi,0,0,-0.00000014,0,0,0,-0.00000008,0,-0.00000016,0,0,0,0,0,-0.00000008,0,0
FDMO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRULYSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRULYSt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRULYStex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRUURt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRUURtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAE100,0,0,0,0,0,0,0,0,0,0,0.00000001,0,0,0,0,0.00000001,0
FACOAE120,0.00086596,0,0,0,0.00136918,0.00005844,0.00008088,0.00004456,0,0,0.00013658,0.00005158,0,0,0,0.00002421,0.00167157
FACOAE140,0.00017319,0,0,0,0.00027384,0,0.00001618,0.00000891,0,0,0.00002731,0.00001032,0,0,0,0,0.00033432
FRUpts2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRUptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRUtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTHFD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62780858,1.60006972,4.32291215
FTHFLi,0,0,0.01565098,0.24674069,0.0617468,0,0.03307301,0,0,0,0,0,0,0.53161097,0,0,0
FUCtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUCtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUM,3.01439308,2.3724718,2.42042213,2.5660413,4.13806077,1.98163448,3.4161398,0.32664577,3.06879848,0,3.62501752,0.9704011,0.64171563,0.63662125,1.16866394,3.00327119,1.4251469
FUMt2_2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUMt2_3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAE141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAE160,0.00257742,0,0,0,0.00407519,0,0.00024072,0.00013263,0,0,0.0004065,0.00015278,0,0,0,0,0.00497524
FACOAE161,0.0020047,0,0,0,0.00316966,0.00002666,0.00018723,0.00010316,0,0,0.00031618,0.00011883,0,0,0,0.00001338,0.00386971
FACOAE180,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000038,0,0,0,0
FACOAE181,0.0010332,0,0,0,0.00163361,0,0.0000965,0.00005317,0,0,0.00016295,0.00006125,0,0,0,0,0.00199441
FUMtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUSAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDMO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUSAtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G1PACT,0.04920554,0.04142606,0.04949339,0.04388712,0.05083773,0.04727244,0.04858988,0.03787158,0.05370615,0.03979485,0.05859352,0.06216682,0.06460747,0.06397394,0.0336883,0.03466309,0.03448408
G1PPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAE60,0,0,-0.00000002,-0.00000001,0,0.00018067,0,0,0,0,0,0,0,0,-0.00000059,0,0
FACOAE80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL100t2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL120t2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL140t2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G1PTT,0.00561289,0.00472548,0.00564572,0.00500621,0.00579907,0.00538904,0.00554268,0.00432003,0.00612627,0.00453941,0.00668382,0.00709142,0.00736979,0.00729753,0.00384283,0.00395264,0.00393361
G1Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G1SAT,0.00368546,0.00361991,0.00432485,0.00383496,0.00380771,0.0041279,0.00423524,0.00330343,0.00469297,0.00347737,0.00510204,0.0054255,0.00564556,0.0055902,0.00294377,0.00302793,0.00258283
FACOAL141t2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDMO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL160t2pp,0,-0.00000026,-0.00000001,0,0,0.00004379,0,0,-0.00000002,-0.00000001,0,0,-0.00000002,-0.00000002,-0.00000027,0.00000711,0
FACOAL161t2pp,0,-0.0000002,-0.00000001,0,0,0.00002231,0,0,-0.00000002,0,0,0,-0.00000001,-0.00000002,-0.00000021,0.00000299,0
FACOAL180t2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL181t2pp,0,-0.0000001,0,0,0,0.00005597,0,0,-0.00000001,0,0,0,-0.00000001,-0.00000001,-0.00000011,0.00001877,0
FACOAL60t2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL80t2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G2PP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G2PPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3PAT120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3PAT140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3PAT141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3PAT160,0.04176507,0.03516195,0.04200939,0.03725086,0.04315046,0.04009948,0.04124268,0.03214503,0.04558514,0.03377744,0.04973382,0.05276637,0.05483805,0.05430039,0.02859423,0.02941134,0.02926968
G3PAT161,0.03248464,0.02734876,0.03267467,0.02897351,0.03356218,0.03119132,0.03207832,0.02500222,0.03545586,0.0262719,0.03868268,0.04104138,0.04265272,0.04223453,0.02224043,0.02288117,0.02276579
G3PAT180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADRx,0,0,0.000018,0.00045912,0,0,0,0.00045032,0.00038633,0.00041344,0.00736444,0.00071081,0.00069465,0.0006861,0.00036812,0.00037731,0.00042228
FDMO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
